1;116977898;141
2;107314587;790
3;116985895;388
4;116999705;447
5;116997782;813
6;116999877;992
7;116989585;978
8;109061299;210
9;116983918;15
10;105009136;568
11;116986050;673
12;113746258;858
13;116989585;283
14;116992351;464
15;112728109;159
16;116983918;579
17;116990862;363
18;116970697;700
19;116993704;963
20;116995889;127
21;116979349;300
22;116988262;781
23;109061299;596
24;116999877;87
25;116984187;228
26;116987064;217
27;116972819;787
28;116997080;446
29;116999705;858
30;116989267;332
31;116987713;230
32;116996419;49
33;116999705;76
34;107314587;187
35;116997080;422
36;105016490;372
37;116998432;227
38;115581668;592
39;113746258;403
40;116999839;589
41;116986220;105
42;116988846;422
43;116996678;399
44;116994647;330
45;116990862;251
46;114111751;628
47;116998615;958
48;116984187;351
49;116991103;137
50;116993821;766
51;116994488;400
52;109061299;503
53;116979349;656
54;116979335;597
55;116985895;942
56;116992444;191
57;116972699;119
58;116999870;810
59;112623515;556
60;105007308;942
61;116997782;339
62;105017267;439
63;114111751;299
64;116995785;76
65;116972699;427
66;116989267;178
67;116972699;156
68;116972819;462
69;116991103;477
70;116999705;790
71;116998587;779
72;116981657;590
73;116983918;762
74;116982018;634
75;116986220;534
76;116986549;938
77;114111751;622
78;105009136;872
79;115581668;31
80;116998197;632
81;116988025;853
82;116990862;986
83;106019241;577
84;105003542;816
85;116989267;603
86;116990412;995
87;116976668;506
88;116989267;314
89;105017267;555
90;116987713;175
91;116982833;427
92;116995890;999
93;116989572;825
94;105017267;461
95;114111751;158
96;116983506;859
97;116998197;150
98;116999877;981
99;116995889;572
100;116983918;359
101;114111751;573
102;116994947;58
103;116984187;740
104;113746258;709
105;116988262;843
106;116979135;329
107;105010342;759
108;105022791;830
109;109966857;901
110;112623515;165
111;116988025;908
112;116986220;19
113;116989267;72
114;116995434;179
115;116983918;479
116;105018106;511
117;105010342;749
118;116998587;249
119;106019241;920
120;116989572;553
121;116998078;196
122;105017267;230
123;113746258;79
124;116997080;163
125;116999877;826
126;116998432;367
127;116982018;936
128;116989838;196
129;116986549;202
130;116993704;819
131;116997782;56
132;116990412;312
133;107516412;122
134;116985895;465
135;116977898;516
136;116991103;443
137;116970610;407
138;116976668;626
139;116997080;558
140;112623515;951
141;109966857;599
142;116989838;277
143;116998615;122
144;116998432;504
145;116973845;150
146;116978411;366
147;116998587;89
148;116995822;433
149;116996678;503
150;116995434;27
151;116998993;818
152;116998560;203
153;116993158;297
154;116999213;296
155;116995822;197
156;112623515;976
157;116999877;448
158;116996678;328
159;116999205;170
160;116998587;279
161;116998615;743
162;116979335;111
163;116981657;786
164;107314587;765
165;116995434;931
166;116986220;482
167;105016490;343
168;105018106;483
169;116997080;909
170;116981657;443
171;116979335;15
172;116997782;844
173;112623515;822
174;116999870;978
175;114111751;7
176;116998587;484
177;116998560;43
178;116989396;367
179;116989267;587
180;116989267;227
181;116986220;670
182;116983506;799
183;116989585;32
184;116978411;759
185;116996563;117
186;116995889;95
187;116999870;263
188;116999839;587
189;114111751;999
190;116999874;713
191;116986220;789
192;116973845;704
193;116996563;930
194;116993704;676
195;116995785;349
196;116988262;562
197;116978411;9
198;109061299;378
199;116994647;452
200;105003542;129
201;116988025;411
202;116987064;702
203;116984862;611
204;116998078;257
205;115581668;678
206;116981657;441
207;116976261;894
208;116995822;953
209;116996563;711
210;116990862;403
211;116989585;958
212;105009136;739
213;116989267;660
214;116996678;837
215;116998432;594
216;116998615;317
217;105009136;713
218;116987064;945
219;105010342;160
220;116972699;339
221;116996563;387
222;116976668;294
223;116998197;328
224;112623515;469
225;116995785;321
226;116998078;937
227;109977360;527
228;116997285;750
229;116997782;963
230;116996419;225
231;116979335;675
232;116988262;873
233;116989396;767
234;116990412;724
235;116976668;829
236;109061299;335
237;116999839;874
238;113746258;433
239;109061299;717
240;116994947;910
241;116986220;912
242;116999877;93
243;116996889;187
244;116977898;415
245;116998078;881
246;115581668;11
247;116990862;737
248;116996423;172
249;107314587;144
250;116987713;768
251;107314587;370
252;116997285;777
253;116972699;120
254;113746258;440
255;116988846;519
256;116998560;565
257;116995039;72
258;116995890;112
259;116998197;101
260;116996889;974
261;116998197;403
262;116979335;292
263;116993704;647
264;116995785;612
265;109977360;38
266;105009136;828
267;116996563;353
268;116999877;22
269;109061299;320
270;116987199;726
271;116987713;410
272;116997285;747
273;116999705;5
274;116983506;459
275;116993973;53
276;116981657;299
277;105007308;340
278;116984187;590
279;116993821;496
280;116972699;618
281;116992351;666
282;116991103;883
283;116984862;777
284;105017267;49
285;116979335;105
286;116997782;322
287;116981521;96
288;116985895;990
289;116982833;343
290;116985895;223
291;116995039;55
292;116982018;679
293;116995889;733
294;116987064;250
295;116999205;400
296;105016490;641
297;105003542;877
298;116986549;735
299;116998587;865
300;116996678;63
301;105016490;122
302;116997080;290
303;109977360;704
304;116979349;660
305;116976261;744
306;116994947;719
307;116976261;140
308;116997782;36
309;116970697;45
310;116970697;445
311;116997285;702
312;116999870;953
313;113746258;140
314;109061299;212
315;116983918;664
316;116999213;697
317;116992351;650
318;116993973;910
319;116987199;790
